"ADRNo","SARType","IncidentDate","Received","IncidentType","Serious","SARDay","SARMonth","SARYear","ReportType","PrimarySourceCountry","OccurCountry"
"2776/19","Animal","11/12/2018","3/28/2019","Safety Issue","Y","12","11","2018","Spontaneous and expedited","GB","GB"
"2777/19","Animal","3/9/2019","3/28/2019","Safety Issue","Y","09","03","2019","Spontaneous and expedited","GB","GB"
"2778/19","Animal","3/23/2019","3/28/2019","Safety Issue","Y","23","03","2019","Spontaneous and expedited","GB","GB"
"2779/19","Animal","3/13/2019","3/28/2019","Safety Issue","Y","13","03","2019","Spontaneous and expedited","GB","GB"
"2780/19","Animal","2/21/2019","3/28/2019","Safety issue","N","21","03","2019","Spontaneous and expedited","GB","GB"
"2781/19","Animal","3/19/2019","3/28/2019","Safety Issue","Y","19","03","2019","Spontaneous and expedited","GB","GB"
"2782/19","Animal","3/1/2019","3/28/2019","Safety Issue","N","01","03","2019","Spontaneous and expedited","GB","GB"
"2783/19","Animal","3/26/2019","3/28/2019","Safety issue","N","26","03","2019","Spontaneous and expedited","GB","GB"
"2784/19","Animal","2/12/2019","3/28/2019","Safety issue","Y","12","02","2019","Spontaneous and expedited","GB","GB"
"2785/19","Animal","3/27/2019","3/28/2019","Safety issue","N","27","03","2019","Spontaneous and expedited","GB","GB"
"2786/19","Animal","3/28/2019","3/28/2019","Safety issue","Y","28","03","2019","Spontaneous and expedited","GB","GB"
"2787/19","Animal","2/16/2019","3/28/2019","Safety Issue","N","16","02","2019","Spontaneous and expedited","GB","GB"
"2789/19","Animal","2/26/2019","3/28/2019","Safety Issue","N","26","02","2019","Spontaneous and expedited","GB","GB"
"2790/19","Animal","2/24/2019","3/28/2019","Safety Issue","N","24","02","2019","Spontaneous and expedited","GB","GB"
"2791/19","Animal","3/18/2019","3/28/2019","Safety Issue","Y","18","03","2019","Spontaneous and expedited","GB","GB"
"2792/19","Animal","3/27/2019","3/28/2019","Safety Issue","Y","27","03","2019","Spontaneous and expedited","GB","GB"
"2793/19","Animal","3/23/2019","3/28/2019","Safety issue","N","23","03","2019","Spontaneous and expedited","GB","GB"
"2794/19","Animal","3/26/2019","3/28/2019","Safety issue","N","26","03","2019","Spontaneous and expedited","GB","GB"
"2796/19","Animal","3/26/2019","3/28/2019","Safety issue","N","26","03","2019","Spontaneous and expedited","GB","GB"
"2798/19","Animal","3/21/2019","3/28/2019","Safety issue","N","21","03","2019","Spontaneous and expedited","GB","GB"
"2800/19","Animal","3/27/2019","3/28/2019","Safety issue","N","27","03","2019","Spontaneous and expedited","GB","GB"
"2801/19","Animal","2/12/2019","3/28/2019","Safety issue","N","12","02","2019","Spontaneous and expedited","GB","GB"
"3092/19","Animal","7/1/2018","4/8/2019","Safety Issue","Y","","07","2018","Spontaneous and expedited","GB","GB"
"3093/19","Animal","4/4/2019","4/8/2019","Safety issue","N","04","04","2019","Spontaneous and expedited","GB","GB"
"3094/19","Animal","2/20/2019","4/8/2019","Safety Issue","Y","20","02","2019","Spontaneous and expedited","GB","GB"
"3095/19","Animal","4/4/2019","4/8/2019","Safety issue","N","04","04","2019","Spontaneous and expedited","GB","GB"
"3096/19","Animal","4/6/2019","4/8/2019","Safety issue","N","06","04","2019","Spontaneous and expedited","GB","GB"
"3097/19","Animal","3/25/2019","4/9/2019","Safety Issue","Y","25","03","2019","Spontaneous and expedited","GB","GB"
"3098/19","Animal","3/25/2019","4/9/2019","Safety Issue","Y","25","03","2019","Spontaneous and expedited","GB","GB"
"3099/19","Animal","3/13/2019","4/9/2019","Safety Issue","Y","13","03","2019","Spontaneous and expedited","GB","GB"
"3100/19","Animal","3/1/2019","4/9/2019","Lack of expected efficacy","Y","","03","2019","Spontaneous and expedited","GB","GB"
"3101/19","Animal","2/12/2019","4/9/2019","Safety Issue","N","12","02","2019","Spontaneous and expedited","GB","GB"
"3102/19","Animal","3/8/2019","4/9/2019","Safety Issue","N","08","03","2019","Spontaneous and expedited","GB","GB"
"3103/19","Animal","4/6/2019","4/9/2019","Safety issue","N","06","04","2019","Spontaneous and expedited","GB","GB"
"3104/19","Animal","2/28/2019","4/9/2019","Safety Issue","N","28","02","2019","Spontaneous and expedited","GB","GB"
"3105/19","Animal","2/15/2019","4/9/2019","Safety Issue","Y","15","02","2019","Spontaneous and expedited","GB","GB"
"3106/19","Animal","3/21/2019","4/9/2019","Safety Issue","Y","21","03","2019","Spontaneous and expedited","GB","GB"
"3107/19","Animal","2/14/2019","4/8/2019","Safety issue","N","14","02","2019","Spontaneous and expedited","GB","GB"
"3108/19","Animal","11/1/2018","4/9/2019","Safety Issue","N","01","11","2018","Spontaneous and expedited","GB","GB"
"3109/19","Animal","3/26/2019","4/9/2019","Safety Issue","Y","26","03","2019","Spontaneous and expedited","GB","GB"
"3110/19","Animal","3/7/2019","4/9/2019","Safety Issue","N","07","03","2019","Spontaneous and expedited","GB","GB"
"3111/19","Animal","1/1/2019","4/9/2019","Safety Issue","N","01","01","2019","Spontaneous and expedited","GB","GB"
"3112/19","Animal","3/12/2019","4/9/2019","Safety Issue","N","12","03","2019","Spontaneous and expedited","GB","GB"
"3113/19","Animal","4/4/2019","4/9/2019","Safety issue","N","04","04","2019","Spontaneous and expedited","GB","GB"
"3114/19","Animal","2/26/2019","4/9/2019","Safety issue","N","26","02","2019","Spontaneous and expedited","GB","GB"
"3115/19","Animal","4/6/2019","4/9/2019","Safety issue","N","06","04","2019","Spontaneous and expedited","GB","GB"
"3116/19","Animal","4/1/2019","4/9/2019","Safety Issue","Y","01","04","2019","Spontaneous and expedited","GB","GB"
"3117/19","Animal","3/9/2019","4/9/2019","Safety Issue","N","09","03","2019","Spontaneous and expedited","GB","GB"
"3118/19","Animal","2/15/2019","4/9/2019","Safety Issue","N","15","02","2019","Spontaneous and expedited","GB","GB"
"3119/19","Animal","3/12/2019","4/9/2019","Lack of expected efficacy","N","12","03","2019","Spontaneous and expedited","GB","GB"
"3120/19","Animal","3/1/2019","4/9/2019","Safety Issue","N","01","03","2019","Spontaneous and expedited","GB","GB"
"3121/19","Animal","3/11/2019","4/9/2019","Safety Issue","N","11","03","2019","Spontaneous and expedited","GB","GB"
"3122/19","Animal","3/1/2019","4/9/2019","Safety Issue","N","01","03","2019","Spontaneous and expedited","GB","GB"
"3123/19","Animal","3/4/2019","4/9/2019","Safety Issue","N","04","03","2019","Spontaneous and expedited","GB","GB"
"3124/19","Animal","3/1/2019","4/9/2019","Safety Issue","N","01","03","2019","Spontaneous and expedited","GB","GB"
"3125/19","Animal","3/1/2019","4/9/2019","Safety Issue","N","01","03","2019","Spontaneous and expedited","GB","GB"
"3126/19","Animal","3/1/2019","4/9/2019","Lack of expected efficacy","N","01","03","2019","Spontaneous and expedited","GB","GB"
"3127/19","Animal","3/11/2019","4/9/2019","Safety Issue","N","11","03","2019","Spontaneous and expedited","GB","GB"
"3128/19","Animal","2/28/2019","4/9/2019","Safety Issue","N","28","02","2019","Spontaneous and expedited","GB","GB"
"3129/19","Animal","2/27/2019","4/9/2019","Safety Issue","Y","27","02","2019","Spontaneous and expedited","GB","GB"
"3130/19","Animal","3/8/2019","4/9/2019","Safety Issue","N","08","03","2019","Spontaneous and expedited","GB","GB"
"3131/19","Animal","2/26/2019","4/9/2019","Safety Issue","N","26","02","2019","Spontaneous and expedited","GB","GB"
"3132/19","Animal","3/28/2019","4/9/2019","Safety Issue","Y","28","03","2019","Spontaneous and expedited","GB","GB"
"3133/19","Animal","2/20/2019","4/9/2019","Safety Issue","N","20","02","2019","Spontaneous and expedited","GB","GB"
"3134/19","Animal","3/1/2019","4/9/2019","Safety Issue","N","01","03","2019","Spontaneous and expedited","GB","GB"
"3135/19","Animal","3/1/2019","4/9/2019","Safety Issue","N","01","03","2019","Spontaneous and expedited","GB","GB"
"3136/19","Animal","3/1/2019","4/9/2019","Lack of expected efficacy","N","01","03","2019","Spontaneous and expedited","GB","GB"
"3137/19","Animal","1/18/2019","4/9/2019","Safety Issue","N","18","01","2019","Spontaneous and expedited","GB","GB"
"3138/19","Animal","3/26/2019","4/9/2019","Safety Issue","Y","26","03","2019","Spontaneous and expedited","GB","GB"
"3139/19","Animal","3/27/2019","4/9/2019","Safety Issue","Y","27","03","2019","Spontaneous and expedited","GB","GB"
"3140/19","Animal","12/22/2018","4/9/2019","Lack of expected efficacy","Y","22","12","2018","Spontaneous and expedited","GB","GB"
"3141/19","Animal","1/21/2019","4/9/2019","Safety Issue","Y","21","01","2019","Spontaneous and expedited","GB","GB"
"3142/19","Animal","3/19/2019","4/9/2019","Safety Issue","Y","19","03","2019","Spontaneous and expedited","GB","GB"
"3143/19","Animal","3/31/2019","4/9/2019","Safety Issue","N","31","03","2019","Spontaneous and expedited","GB","GB"
"3144/19","Animal","3/14/2019","4/9/2019","Safety Issue","Y","14","03","2019","Spontaneous and expedited","GB","GB"
"3145/19","Animal","1/1/2019","4/9/2019","Lack of expected efficacy","Y","","","2019","Spontaneous and expedited","GB","GB"
"3147/19","Animal","2/15/2019","4/9/2019","Safety Issue","N","15","02","2019","Spontaneous and expedited","GB","GB"
"3148/19","Animal","3/4/2019","4/9/2019","Safety Issue","N","04","03","2019","Spontaneous and expedited","GB","GB"
"3149/19","Animal","3/28/2019","4/9/2019","Safety issue","Y","28","03","2019","Spontaneous and expedited","GB","GB"
"3150/19","Animal","3/19/2019","4/9/2019","Safety issue","Y","19","03","2019","Spontaneous and expedited","GB","GB"
"3151/19","Animal","4/9/2019","4/9/2019","Lack of expected efficacy","N","09","04","2019","Spontaneous and expedited","GB","GB"
"3152/19","Animal","2/24/2019","4/9/2019","Lack of expected efficacy","Y","","03","2019","Spontaneous and expedited","GB","GB"
"3153/19","Animal","11/1/2018","4/9/2019","Safety Issue","Y","","11","2018","Spontaneous and expedited","GB","GB"
"3154/19","Animal","4/9/2019","4/9/2019","Safety issue","Y","09","04","2019","Spontaneous and expedited","GB","GB"
"3155/19","Animal","3/27/2019","4/9/2019","Safety issue","N","27","03","2019","Spontaneous and expedited","GB","GB"
"3157/19","Animal","3/14/2019","4/9/2019","Safety issue","N","14","03","2019","Spontaneous and expedited","GB","GB"
"3158/19","Animal","4/7/2019","4/10/2019","Safety issue","N","07","04","2019","Spontaneous and expedited","GB","GB"
"3159/19","Animal","4/7/2019","4/10/2019","Safety Issue","Y","07","04","2019","Spontaneous and expedited","GB","GB"
"3160/19","Animal","4/10/2019","4/10/2019","Safety issue","N","10","04","2019","Spontaneous and expedited","GB","GB"
"3161/19","Animal","3/4/2019","4/10/2019","Safety issue","N","04","03","2019","Spontaneous and expedited","GB","GB"
"3162/19","Animal","1/19/2019","4/10/2019","Safety issue","Y","19","01","2019","Spontaneous and expedited","GB","GB"
"3163/19","Animal","4/8/2019","4/10/2019","Safety issue","Y","08","04","2019","Spontaneous and expedited","GB","GB"
"3164/19","Animal","1/24/2019","4/10/2019","Safety issue","N","24","01","2019","Spontaneous and expedited","GB","GB"
"3165/19","Animal","4/10/2019","4/10/2019","Safety issue","Y","10","04","2019","Spontaneous and expedited","GB","GB"
"3166/19","Animal","4/3/2019","4/10/2019","Safety Issue","N","03","04","2019","Spontaneous and expedited","GB","GB"
"3167/19","Animal","4/8/2019","4/10/2019","Safety Issue","Y","08","04","2019","Spontaneous and expedited","GB","GB"
"3168/19","Animal","3/13/2019","4/10/2019","Safety issue","N","13","03","2019","Spontaneous and expedited","GB","GB"
"3169/19","Animal","3/8/2019","4/10/2019","Safety issue","N","08","03","2019","Spontaneous and expedited","GB","GB"
"3170/19","Animal","3/1/2019","4/10/2019","Safety issue","N","01","03","2019","Spontaneous and expedited","GB","GB"
"3171/19","Animal","4/8/2019","4/10/2019","Safety issue","N","08","04","2019","Spontaneous and expedited","GB","GB"
"3172/19","Animal","4/6/2019","4/11/2019","Safety Issue","Y","06","04","2019","Spontaneous and expedited","GB","GB"
"3173/19","Animal","4/8/2019","4/10/2019","Safety Issue","Y","08","04","2019","Spontaneous and expedited","GB","GB"
"3175/19","Animal","2/1/2019","4/11/2019","Lack of expected efficacy","Y","01","02","2019","Spontaneous and expedited","","GB"
"3177/19","Animal","4/10/2019","4/11/2019","Safety issue","N","10","04","2019","Spontaneous and expedited","GB","GB"
"3178/19","Animal","4/1/2019","4/11/2019","Safety issue","Y","01","04","2019","Spontaneous and expedited","GB","GB"
"3179/19","Animal","1/14/2019","4/11/2019","Safety issue","N","14","01","2019","Spontaneous and expedited","GB","GB"
"3180/19","Animal","4/3/2019","4/11/2019","Safety issue","N","03","04","2019","Spontaneous and expedited","GB","GB"
"3182/19","Animal","4/11/2019","4/11/2019","Safety issue","N","11","04","2019","Spontaneous and expedited","GB","GB"
"3183/19","Animal","4/9/2019","4/11/2019","Safety issue","N","09","04","2019","Spontaneous and expedited","GB","GB"
"3184/19","Animal","4/2/2019","4/12/2019","Safety issue","N","02","04","2019","Spontaneous and expedited","GB","GB"
"3185/19","Animal","4/8/2019","4/12/2019","Safety issue","N","08","04","2019","Spontaneous and expedited","GB","GB"
"3186/19","Animal","4/4/2019","4/12/2019","Safety Issue","Y","04","04","2019","Spontaneous and expedited","GB","GB"
"3187/19","Animal","4/3/2019","4/12/2019","Safety Issue","Y","03","04","2019","Spontaneous and expedited","GB","GB"
"3188/19","Animal","4/2/2019","4/12/2019","Safety issue","N","02","04","2019","Spontaneous and expedited","GB","GB"
"3189/19","Animal","4/10/2019","4/12/2019","Lack of expected efficacy","N","10","04","2019","Spontaneous and expedited","GB","GB"
"3190/19","Animal","4/2/2019","4/12/2019","Safety issue","N","02","04","2019","Spontaneous and expedited","GB","GB"
"3191/19","Animal","4/4/2019","4/12/2019","Safety Issue","Y","04","04","2019","Spontaneous and expedited","GB","GB"
"3192/19","Animal","3/21/2019","4/12/2019","Safety issue","N","21","03","2019","Spontaneous and expedited","GB","GB"
"3193/19","Animal","3/16/2019","4/12/2019","Safety issue","N","30","03","2019","Spontaneous and expedited","GB","GB"
"3194/19","Animal","4/2/2019","4/12/2019","Safety Issue","N","02","04","2019","Spontaneous and expedited","GB","GB"
"3195/19","Animal","4/5/2019","4/12/2019","Safety Issue","N","01","01","1900","Spontaneous and expedited","GB","GB"
"3196/19","Animal","4/11/2019","4/12/2019","Safety issue","Y","11","04","2019","Spontaneous and expedited","GB","GB"
"3197/19","Animal","4/12/2019","4/12/2019","Safety issue","N","12","04","2019","Spontaneous and expedited","GB","GB"
"3198/19","Animal","4/11/2019","4/13/2019","Safety issue","N","11","04","2019","Spontaneous and expedited","GB","GB"
"3199/19","Animal","4/1/2019","4/13/2019","Safety issue","N","01","04","2019","Spontaneous and expedited","GB","GB"
"3200/19","Animal","4/9/2019","4/13/2019","Safety issue","N","09","04","2019","Spontaneous and expedited","GB","GB"
"3201/19","Animal","4/10/2019","4/13/2019","Safety issue","N","01","04","2019","Spontaneous and expedited","GB","GB"
"3202/19","Animal","3/2/2019","4/14/2019","Safety issue","Y","02","03","2019","Spontaneous and expedited","GB","GB"
"3203/19","Animal","4/14/2019","4/14/2019","Safety issue","Y","14","04","2019","Spontaneous and expedited","GB","GB"
"3204/19","Animal","4/10/2019","4/15/2019","Safety Issue","Y","10","04","2019","Spontaneous and expedited","GB","GB"
"3205/19","Animal","4/3/2019","4/15/2019","Lack of expected efficacy","N","03","04","2019","Spontaneous and expedited","GB","GB"
"3206/19","Animal","3/9/2019","4/15/2019","Safety issue","N","09","03","2019","Spontaneous and expedited","GB","GB"
"3207/19","Animal","4/10/2019","4/15/2019","Safety issue","N","10","04","2019","Spontaneous and expedited","GB","GB"
"3208/19","Animal","4/15/2019","4/15/2019","Safety issue","N","15","04","2019","Spontaneous and expedited","GB","GB"
"3209/19","Animal","2/7/2019","4/15/2019","Safety Issue","Y","07","02","2019","Spontaneous and expedited","GB","GB"
"3210/19","Animal","4/13/2019","4/15/2019","Safety issue","N","13","04","2019","Spontaneous and expedited","GB","GB"
"3211/19","Human","12/10/2018","4/15/2019","Safety Issue","","10","12","2018","Spontaneous and expedited","GB","GB"
"3212/19","Animal","4/2/2019","4/15/2019","Safety Issue","Y","02","04","2019","Spontaneous and expedited","GB","GB"
"3213/19","Animal","3/1/2019","4/15/2019","Safety Issue","N","01","03","2019","Spontaneous and expedited","GB","GB"
"3214/19","Animal","2/15/2018","4/15/2019","Safety Issue","N","15","02","2018","Spontaneous and expedited","GB","GB"
"3215/19","Animal","3/1/2019","4/15/2019","Lack of expected efficacy","N","01","03","2019","Spontaneous and expedited","GB","GB"
"3216/19","Animal","3/1/2019","4/15/2019","Safety Issue","N","01","03","2019","Spontaneous and expedited","GB","GB"
"3217/19","Animal","3/11/2019","4/15/2019","Safety Issue","N","11","03","2019","Spontaneous and expedited","GB","GB"
"3218/19","Animal","2/27/2019","4/15/2019","Safety Issue","N","27","02","2019","Spontaneous and expedited","GB","GB"
"3219/19","Animal","3/14/2019","4/15/2019","Safety Issue","N","14","03","2019","Spontaneous and expedited","GB","GB"
"3220/19","Animal","2/14/2019","4/15/2019","Safety Issue","N","14","02","2019","Spontaneous and expedited","GB","GB"
