ADRNo;AnimalClass;AnimalSpecies;AnimalRole;ProductionType;AnimalSex;FemaleStatus;AnimalBreed;AnimalAge;AgeUnit;AgeType;MinimumAge;MaximumAge;AnimalWeight;WeightType;MinimumWeight;MaximumWeight;ParentOfCrossbreed;ClassCode;SpeciesCode;BreedCode
0226/19;Felidae;Feline/cat;Companion;;Female-Neutered;;;17.0;Year;Exact;;;2.4;Exact;;;;;FelCa;
0227/19;Bovinae;Bovine/cattle;Production;Breeder;Male;;Unspecified;;Month;Exact;4;6;;Unknown;;;;;BovCa;Uns000
0229/19;Canidae;Canine/dog;Companion;;Male;;;11.5;Year;Exact;;;;Exact;40;44;;;CanDo;
0230/19;Canidae;Canine/dog;Companion;;Female;Unknown;;5.0;Year;Exact;;;28.0;Exact;;;;;CanDo;
0231/19;Canidae;Canine/dog;Companion;;Female;;Crossbred;1.67;Year;;;;9;;;;;Can;CanDo;CanDo070
0232/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;9.0;Year;Exact;;;26;Exact;;;;;CanDo;
0233/19;Canidae;Canine/dog;Companion;;Unknown;;;;;;;;;;;;;Can;CanDo;
0234/19;Canidae;Canine/dog;Companion;;Male;;;7.0;Month;Exact;;;;Unknown;;;;;CanDo;
0235/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;11.0;Year;Exact;;;10.5;Exact;;;;;CanDo;
0236/19;Bovinae;Bovine/cattle;Production;;Unknown;;;2;Week;Approximate;;;;Unknown;;;;;BovCa;
0237/19;Canidae;Canine/dog;Companion;;Male;;;10.0;Year;Approximate;;;12.2;Exact;;;;;CanDo;
0238/19;Equidae;Asinine/donkey;Companion;;Female;Unknown;;32.0;Year;Exact;;;163;Exact;;;;;EquDo;
0239/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;7.0;Year;Exact;;;6.1;Exact;;;;;CanDo;
0240/19;Bovinae;Bovine/cattle;Production;;Mixed;;;7;Month;Approximate;;;;Unknown;;;;;BovCa;
0241/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;7.5;Year;Exact;;;29.2;Exact;;;;;CanDo;
0242/19;Bovinae;Bovine/cattle;Production;;Mixed;;;;Week;Approximate;3;10;;Unknown;;;;;BovCa;
0243/19;Canidae;Canine/dog;Companion;;Male;;;8.5;Year;Exact;;;47;Exact;;;;;CanDo;
0244/19;Bovinae;Bovine/cattle;Production;;Unknown;;;9.0;Month;Approximate;;;300;Approximate;;;;;BovCa;
0245/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;10.0;Year;Exact;;;;Unknown;;;;;EquHo;
0246/19;Canidae;Canine/dog;Companion;;Female;Unknown;;12.0;Year;Exact;;;6.5;Approximate;;;;;CanDo;
0248/19;Felidae;Feline/cat;Companion;;Female-Neutered;Unknown;;4.5;Year;Exact;;;4.3;Exact;;;;;FelCa;
0249/19;Equidae;Equine/horse;Companion;;Female;Unknown;;18.0;Year;Approximate;;;;Unknown;;;;;EquHo;
0250/19;Felidae;Feline/cat;Companion;;Female-Neutered;Unknown;;4.5;Year;Exact;;;4.6;Exact;;;;;FelCa;
0251/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;9.0;Year;Exact;;;550.0;Exact;;;;;EquHo;
0252/19;Canidae;Canine/dog;Companion;;Male-Neutered;;Greyhound;8;Year;;;;26;;;;;Can;CanDo;CanDo115
0253/19;Canidae;Canine/dog;Companion;;Female;;Collie - Border ;6.45;Month;;;;15.45;;;;;Can;CanDo;CanDo028
0254/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
0255/19;Canidae;Canine/dog;Companion;;Male;;Poodle - Standard ;4.42;Year;;;;33.6;;;;;Can;CanDo;CanDo044
0256/19;Bovinae;Bovine/cattle;Production;;Mixed;;;;Week;Exact;4;12;;Unknown;;;;;BovCa;
0257/19;Felidae;Feline/cat;Companion;;Male;;Domestic Shorthair;4;Month;;;;2.41;;;;;Fel;FelCa;FelCaxxx
0258/19;Leporidae;European rabbit;Companion;;Mixed;;Unspecified;18;Month;Approximate;;;1.85;Approximate;;;;;LepRa;Uns000
0259/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;13;Year;Unknown;;;650;Unknown;;;;;EquHo;
0260/19;Felidae;Feline/cat;;;Female-Neutered;Not applicable;;15.0;Month;Exact;;;;Unknown;;;;;FelCa;
0261/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Retriever - Golden;6.25;Year;;;;36;;;;;Can;CanDo;CanDo112
0262/19;Equidae;Equine/horse;Companion;;Female;;;21;Year;;;;500;;;;;;EquHo;
0263/19;Pisces;Goldfish (Carassius auratus);Companion;;Unknown;;;;;;;;;;;;;Pis;PisGo;
0264/19;Canidae;Canine/dog;;;Female-Neutered;Not applicable;;7.6;Year;Approximate;;;;Unknown;;;;;CanDo;
0266/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Terrier - West Highland White ;11.83;Year;;;;10.4;;;;;Can;CanDo;CanDo225
0267/19;Leporidae;European rabbit;Companion;;Unknown;;Unspecified;3.0;Year;Approximate;;;1.9;Approximate;;;;;LepRa;Uns000
0265/19;Canidae;Canine/dog;Companion;;Female;;;;Year;Approximate;3;0.25;;Approximate;0.8;2.6;;;CanDo;
0268/19;Canidae;Canine/dog;;;Female-Neutered;Not applicable;;4.0;Year;Exact;;;;Unknown;;;;;CanDo;
0269/19;Pisces;Other Pisces;Companion;;Unknown;;;;;;;;;;;;;Uns;PisOt;
0270/19;Felidae;Feline/cat;Companion;;Male;;;4;Month;;;;2.6;;;;;;FelCa;
0271/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;2.33;Year;Exact;;;9;Exact;;;;;CanDo;
0272/19;Canidae;Canine/dog;Companion;;Male;;Crossbred;2.25;Year;;;;38;;;;;Can;CanDo;CanDo070
0273/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;16.0;Year;Exact;;;;Unknown;;;;;FelCa;
0274/19;Bovinae;Bovine/cattle;Production;;Female;Unknown;Unspecified;10.0;Month;Exact;;;230;Exact;;;;;BovCa;Uns000
0275/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;10.5;Year;Exact;;;33;Exact;;;;;CanDo;
0276/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;17.1;Year;Exact;;;5.4;Exact;;;;;FelCa;
0277/19;Felidae;Feline/cat;Companion;;Male;;;7;Month;;;;2;;;;;;FelCa;
0278/19;Canidae;Canine/dog;Companion;;Male;;;4.9;Year;Exact;;;13.6;Exact;;;;;CanDo;
0279/19;Canidae;Canine/dog;Companion;;Male;;;4.0;Month;Exact;;;4.5;Exact;;;;;CanDo;
0280/19;Felidae;Feline/cat;Companion;;Female-Neutered;;Domestic Shorthair;4.5;Year;;;;4.4;;;;;Fel;FelCa;FelCaxxx
0281/19;Canidae;Canine/dog;Companion;;Unknown;;Terrier - Bull ;6.92;Year;;;;23;;;;;Can;CanDo;CanDo037
0282/19;Felidae;Feline/cat;Companion;;Male-Neutered;;Siamese;6.25;Year;;;;4.4;;;;;Fel;FelCa;FelCa034
0283/19;Leporidae;European rabbit;Companion;;Female;;Netherland Dwarf;9;Month;;;;;;;;;Lep;LepRa;LepRa016
0284/19;Felidae;Feline/cat;Companion;;Female;Not applicable;;7;Month;Exact;;;;Unknown;;;;;FelCa;
0285/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Shepherd Dog - German ;4.5;Year;;;;35;;;;;Can;CanDo;CanDo083
0286/19;Canidae;Canine/dog;Companion;;Male;;Collie - Rough ;2.71;Month;;;;6.82;;;;;Can;CanDo;CanDo067
0287/19;Canidae;Canine/dog;Companion;;Male-Neutered;;Chihuahua;1.17;Year;;;;4;;;;;Can;CanDo;CanDo060
0288/19;Felidae;Feline/cat;Companion;;Male-Neutered;;Domestic Shorthair;3.08;Year;;;;4.4;;;;;Fel;FelCa;FelCaxxx
0289/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Chihuahua;8.33;Year;;;;1.8;;;;;Can;CanDo;CanDo060
0290/19;Canidae;Canine/dog;Companion;;Female;;Terrier - Australian ;1;Year;;;;4.5;;;;;Can;CanDo;CanDo012
0291/19;Felidae;Feline/cat;Companion;;Female-Neutered;;Domestic Shorthair;9.42;Year;;;;3.75;;;;;Fel;FelCa;FelCaxxx
0292/19;Felidae;Feline/cat;Companion;;Female-Neutered;;Domestic Shorthair;5.42;Year;;;;4.3;;;;;Fel;FelCa;FelCaxxx
0293/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
0294/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
0295/19;Equidae;Equine/horse;Companion;;Female;Unknown;;8.0;Year;Exact;;;;Unknown;;;;;EquHo;
0296/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;17.0;Year;Exact;;;;Unknown;;;;;EquHo;
0297/19;Canidae;Canine/dog;Companion;;Male;;Unspecified;10.0;Week;Exact;;;0.86;Exact;;;;;CanDo;Uns000
0298/19;Equidae;Equine/horse;Companion;;Male;;;28.0;Year;Exact;;;;Unknown;;;;;EquHo;
0299/19;Canidae;Canine/dog;Companion;;Male;;;;;Unknown;;;;Unknown;;;;;CanDo;
0300/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;4.2;Year;Exact;;;15.8;Exact;;;;;CanDo;
0301/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;13.0;Year;Exact;;;;Unknown;;;;;EquHo;
0302/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;19.0;Year;Exact;;;476.0;Exact;;;;;EquHo;
0303/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;25.0;Year;Exact;;;500.0;Exact;;;;;EquHo;
0304/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;24.0;Year;Exact;;;450.0;Exact;;;;;EquHo;
0305/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
0306/19;Canidae;Canine/dog;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;CanDo;
0307/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;27.0;Year;Exact;;;400.0;Exact;;;;;EquHo;
0308/19;Canidae;Canine/dog;Companion;;Male;;;;;Unknown;;;;Unknown;;;;;CanDo;
0309/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;;;Unknown;;;20.0;Approximate;;;;;CanDo;
0310/19;Felidae;Feline/cat;Companion;;Female;;Domestic Shorthair;4;Month;;;;2;;;;;Fel;FelCa;FelCaxxx
0311/19;Canidae;Canine/dog;Companion;;Unknown;Unknown;;;;Unknown;;;20.4;Exact;;;;;CanDo;
0312/19;Canidae;Canine/dog;Companion;;Male;;;3.0;Month;Approximate;;;10.7;Exact;;;;;CanDo;
0313/19;Equidae;Equine/horse;Companion;;Female;;Dutch Warmblood;8.26;Year;;;;;;;;;Equ;EquHo;EquHo028
0314/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;11.0;Year;Exact;;;;Unknown;;;;;EquHo;
0315/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;3.0;Year;Exact;;;5.67;Exact;;;;;FelCa;
0316/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;4.5;Year;Exact;;;5.35;Exact;;;;;FelCa;
0317/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;27.0;Year;Exact;;;622.0;Exact;;;;;EquHo;
0318/19;Caprinae;Ovine/sheep;;;Mixed;;Unspecified;2.0;Day;Approximate;;;;Unknown;;;;;CapSh;Uns000
0319/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;15.0;Year;Exact;;;;Unknown;;;;;FelCa;
0320/19;Canidae;Canine/dog;Companion;;Male;;;5.6;Year;Exact;;;44.9;Exact;;;;;CanDo;
0321/19;Equidae;Equine/horse;Companion;;Unknown;;;16.0;Year;Exact;;;720;Exact;;;;;EquHo;
0322/19;Canidae;Canine/dog;Companion;;Female;Unknown;;10;Year;Exact;;;12.5;Exact;;;;;CanDo;
0323/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;13.0;Year;Exact;;;33.5;Exact;;;;;CanDo;
0324/19;Canidae;Canine/dog;Companion;;Male;;;5.0;Month;Exact;;;10.1;Exact;;;;;CanDo;
0325/19;Canidae;Canine/dog;Companion;;Male;;;5.0;Year;Exact;;;20.5;Exact;;;;;CanDo;
0326/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;20.0;Year;Exact;;;;Unknown;;;;;EquHo;
0327/19;Canidae;Canine/dog;Companion;;Male;;;9.0;Year;Exact;;;12.2;Exact;;;;;CanDo;
0328/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;10.0;Year;Exact;;;4.59;Exact;;;;;FelCa;
0329/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;6.7;Year;Exact;;;9.2;Exact;;;;;CanDo;
0330/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;12.5;Year;Exact;;;4.0;Exact;;;;;FelCa;
0331/19;Canidae;Canine/dog;Companion;;Male;;;;Year;Approximate;1;11;;Approximate;8;18;;;CanDo;
0332/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;6.0;Year;Exact;;;;Unknown;;;;;EquHo;
0333/19;Equidae;Equine/horse;Companion;;Unknown;;;;;Unknown;;;;Unknown;;;;;EquHo;
0334/19;Equidae;Equine/horse;Companion;;Unknown;;;;;Unknown;;;;Unknown;;;;;EquHo;
0335/19;Suidae;Porcine/Pig;Production;;Mixed;;Unspecified;;;Unknown;;;;Unknown;;;;;SuiPi;Uns000
0336/19;Felidae;Feline/cat;Companion;;Female;Unknown;;15.0;Year;Exact;;;;Unknown;;;;;FelCa;
0337/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;11.0;Year;Exact;;;;Unknown;;;;;FelCa;
0338/19;Canidae;Canine/dog;Companion;;Male-Neutered;;Collie - Border ;9.1;Year;;;;27.9;;;;;Can;CanDo;CanDo028
0339/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Boxer (German Boxer);10.31;Year;;;;29.7;;;;;Can;CanDo;CanDo080
0340/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;13.0;Year;Exact;;;4.0;Exact;;;;;FelCa;
0341/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;Unspecified;;;Unknown;;;;Unknown;;;;;FelCa;Uns000
0342/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;7.5;Year;Exact;;;5.5;Exact;;;;;FelCa;
0344/19;Felidae;Feline/cat;Companion;;Female-Neutered;;Domestic Shorthair;3;Year;;;;4.27;;;;;Fel;FelCa;FelCaxxx
0345/19;Felidae;Feline/cat;Companion;;Female;;Domestic Shorthair;12.09;Year;;;;3.26;;;;;Fel;FelCa;FelCaxxx
0346/19;Suidae;Porcine/Pig;Production;;Mixed;;Commercial hybrid;4;Month;;;;35;;;;;Sui;SuiPi;SuiPi007
0347/19;Felidae;Feline/cat;Companion;;Female-Neutered;;Crossbred;1.25;Year;;;;3.3;;;;;Fel;FelCa;FelCa013
0348/19;Canidae;Canine/dog;Companion;;Male-Neutered;;Greyhound;7.92;Year;;;;32.9;;;;;Can;CanDo;CanDo115
0349/19;Canidae;Canine/dog;Companion;;Male-Neutered;;Poodle Unspecified;1.5;Year;;;;12.55;;;;;Can;CanDo;CanDoxxx
0350/19;Canidae;Canine/dog;Companion;;Female;Non-pregnant - Non-lactating;;9;Week;Exact;;;5.1;Exact;;;;;CanDo;
0351/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;12.0;Year;Exact;;;5;Exact;;;;;FelCa;
0352/19;Canidae;Canine/dog;Companion;;Female;Unknown;;12;Year;Exact;;;13.2;Exact;;;;;CanDo;
0353/19;Canidae;Canine/dog;Companion;;Female;Unknown;;11.0;Year;Exact;;;8.9;Exact;;;;;CanDo;
0354/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;13.58;Year;Unknown;;;12.4;Exact;;;;;CanDo;
0355/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;9;Year;Exact;;;34;Exact;;;;;CanDo;
0356/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;10.33;Year;Unknown;;;6.5;Exact;;;;;CanDo;
0357/19;Canidae;Canine/dog;Companion;;Male;;;3.0;Year;Exact;;;8.2;Exact;;;;;CanDo;
0358/19;Canidae;Canine/dog;Companion;;Female;;;1.7;Year;;;;9.1;;;;;Can;CanDo;
0359/19;Canidae;Canine/dog;Companion;;Male-Neutered;;Crossbred;2.97;Year;;;;8.1;;;;;Can;CanDo;CanDo070
0360/19;Canidae;Canine/dog;Companion;;Male;;;2.68;Month;;;;5.9;;;;;Can;CanDo;
0361/19;Cervidae;Fallow;Exotic;;Female;Unknown;;;Year;Exact;1;3;;Unknown;;;;;CerFa;
0363/19;Felidae;Feline/cat;Companion;;Female-Neutered;;Domestic Shorthair;5.73;Year;;;;3.9;;;;;Fel;FelCa;FelCaxxx
0364/19;Leporidae;European rabbit;Companion;;Male;;;7.0;Month;Exact;;;1.12;Exact;;;;;LepRa;
0365/19;Caprinae;Caprine/goat;Production;;Male;;;;;Unknown;;;20;Exact;;;;;CapGo;
0366/19;Canidae;Canine/dog;Companion;;Male;;;5.3;Year;Approximate;;;;Unknown;;;;;CanDo;
0367/19;Felidae;Feline/cat;Companion;;Female;Unknown;;4.5;Month;Exact;;;1.7;Exact;;;;;FelCa;
0368/19;Felidae;Feline/cat;Companion;;Female-Neutered;;;14.0;Year;Exact;;;2.87;Exact;;;;;FelCa;
0369/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;2;Year;Exact;;;8.5;Exact;;;;;CanDo;
0370/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;7.0;Year;Exact;;;7;Exact;;;;;CanDo;
0371/19;Canidae;Canine/dog;Companion;;Male;;;13.0;Year;Exact;;;8.4;Exact;;;;;CanDo;
0372/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;11.0;Year;Exact;;;16.5;Exact;;;;;CanDo;
0373/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;;;Unknown;;;7.3;Exact;;;;;CanDo;
0374/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;12.0;Year;Exact;;;16.6;Exact;;;;;CanDo;
0375/19;Felidae;Feline/cat;Companion;;Unknown;;;;;Unknown;;;;Unknown;;;;;FelCa;
0376/19;Leporidae;European rabbit;Companion;;Male-Neutered;;;2.0;Year;Exact;;;2;Exact;;;;;LepRa;
0377/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;11.0;Year;Exact;;;27.6;Exact;;;;;CanDo;
0378/19;Canidae;Canine/dog;Companion;;Male;;;11;Year;Exact;;;25.5;Exact;;;;;CanDo;
0379/19;Bovinae;Bovine/cattle;Production;Breeder;Unknown;;;;;Unknown;;;;Unknown;;;;;BovCa;
0380/19;Caprinae;Ovine/sheep;Production;;Mixed;;Unspecified;10.0;Month;Exact;;;;Unknown;;;;;CapSh;Uns000
0381/19;Canidae;Canine/dog;Companion;;Male-Neutered;;Other - please specify;16;Year;;;;19.7;;;;;Can;CanDo;CanDo169
0382/19;Canidae;Canine/dog;Companion;;Male;;Spaniel - Springer English ;1.67;Year;;;;17;;;;;Can;CanDo;CanDo100
0383/19;Caprinae;Ovine/sheep;;;Unknown;Unknown;Unspecified;;;Unknown;;;;Unknown;;;;;CapSh;Uns000
0384/19;Felidae;Feline/cat;Companion;;Female;Unknown;;11.0;Year;Exact;;;;Unknown;;;;;FelCa;
0385/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;16;Year;;;;3.6;;;;;;FelCa;
0386/19;Felidae;Feline/cat;Companion;;Male;;;4;Month;;;;2.3;;;;;;FelCa;
0387/19;Equidae;Equine/horse;Companion;;Unknown;;Dutch Warmblood;8;Year;;;;480;;;;;Equ;EquHo;EquHo028
0388/19;Felidae;Feline/cat;Companion;;Female;;;4;Month;Exact;;;1.9;Exact;;;;;FelCa;
0389/19;Canidae;Canine/dog;Companion;;Female;Pregnant - Non-lactating;;7;Year;Exact;;;30;Exact;;;;;CanDo;
0390/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;11.0;Year;Exact;;;4.85;Exact;;;;;FelCa;
0391/19;Canidae;Canine/dog;Companion;;Male;;Retriever - Labrador ;7.53;Year;;;;36;;;;;Can;CanDo;CanDo148
0392/19;Canidae;Canine/dog;Companion;;Unknown;;;;;;;;10.8;;;;;Can;CanDo;
0393/19;Caprinae;Ovine/sheep;Production;;Female;;Cheviot;;;;;;;;35;60;;Cap;CapSh;CapSh016
0394/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Terrier - Border ;7.42;Year;;;;8.45;;;;;Can;CanDo;CanDo029
0395/19;Caprinae;Ovine/sheep;Production;Milk;Unknown;;Unspecified;;;Unknown;;;;Unknown;;;;;CapSh;Uns000
0396/19;Caprinae;Ovine/sheep;Production;;Female;Unknown;;;Year;Approximate;2;8;60;Exact;;;;;CapSh;
0397/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;11.5;Year;Exact;;;13.85;Exact;;;;;CanDo;
0398/19;Canidae;Canine/dog;Companion;;Female;Unknown;;16.0;Month;Exact;;;10;Exact;;;;;CanDo;
0399/19;Canidae;Canine/dog;Companion;;Male;;;8;Week;Exact;;;1;Approximate;;;;;CanDo;
0400/19;Felidae;Feline/cat;Companion;;Female-Neutered;;Domestic Longhair;3.17;Year;;;;3.88;;;;;Fel;FelCa;FelCaxxx
0401/19;Caprinae;Ovine/sheep;Production;;Unknown;;;;Day;Approximate;2;3;;Unknown;;;;;CapSh;
0402/19;Bovinae;Bovine/cattle;;;Unknown;;Unspecified;8.0;Week;Exact;;;;Unknown;;;;;BovCa;Uns000
0403/19;Felidae;Feline/cat;Companion;;Unknown;;Domestic Shorthair;2.5;Year;;;;4.3;;;;;Fel;FelCa;FelCaxxx
0404/19;Canidae;Canine/dog;Companion;;Male;;Spitz - German Medium size ;2018.23;Year;;;;9.6;;;;;Can;CanDo;CanDo085
0405/19;Canidae;Canine/dog;Companion;;Male-Neutered;;Retriever - Labrador ;5.92;Year;;;;32.5;;;;;Can;CanDo;CanDo148
0406/19;Canidae;Canine/dog;Companion;;Male;;Spaniel - King Charles Cavalier ;3.45;Month;;;;2.98;;;;;Can;CanDo;CanDo053
0407/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;3.0;Year;Exact;;;4.8;Exact;;;;;FelCa;
0408/19;Canidae;Canine/dog;Companion;;Unknown;;Retriever - Labrador ;4.92;Year;;;;29;;;;;Can;CanDo;CanDo148
0409/19;Canidae;Canine/dog;Companion;;Male;;Maltese;7.99;Year;;;;4.55;;;;;Can;CanDo;CanDo153
0410/19;Felidae;Feline/cat;Companion;;Female-Neutered;;Domestic Longhair;2.16;Year;;;;4.22;;;;;Fel;FelCa;FelCaxxx
0411/19;Canidae;Canine/dog;Companion;;Female;;Great Dane;6;Month;;;;32.4;;;;;Can;CanDo;CanDo079
0412/19;Bovinae;Bovine/cattle;Production;;Unknown;;;4.5;Month;Approximate;;;;Unknown;;;;;BovCa;
0413/19;Bovinae;Bovine/cattle;Production;;Mixed;;;10.0;Week;Approximate;;;;Approximate;60;200;;;BovCa;
0415/19;Canidae;Canine/dog;Companion;;Male;;;8.5;Week;Exact;;;1.05;Exact;;;;;CanDo;
0416/19;Equidae;Equine/horse;Companion;;Female;Non-pregnant - Non-lactating;;14.0;Year;Exact;;;600;Approximate;;;;;EquHo;
0417/19;Equidae;Equine/horse;Companion;;Female;Non-pregnant - Non-lactating;;15.0;Year;Exact;;;500;Approximate;;;;;EquHo;
0418/19;Canidae;Canine/dog;Companion;;Female-Neutered;Non-pregnant - Non-lactating;;1.8;Year;Approximate;;;6.4;Exact;;;;;CanDo;
0419/19;Leporidae;European rabbit;Companion;;Male-Neutered;;;7;Month;Exact;;;;Exact;0.98;0.98;;;LepRa;
0420/19;Leporidae;European rabbit;Companion;;Female-Neutered;Unknown;;7;Month;Exact;;;0.98;Exact;;;;;LepRa;
0421/19;Canidae;Canine/dog;Companion;;Male;;Crossbred;7.42;Year;;;;7.44;;;;;Can;CanDo;CanDo070
0422/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;8.5;Year;Exact;;;5.19;Exact;;;;;FelCa;
0423/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;10.5;Year;Exact;;;27;Exact;;;;;CanDo;
0424/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;18.0;Year;Exact;;;2.8;Exact;;;;;FelCa;
0425/19;Equidae;Equine/horse;Companion;;Male;;;22.0;Year;Exact;;;;Unknown;;;;;EquHo;
0426/19;Bovinae;Bovine/cattle;Production;;Female;Unknown;Unspecified;;;Unknown;;;;Unknown;;;;;BovCa;Uns000
0427/19;Canidae;Canine/dog;Companion;;Unknown;;Shepherd Dog - German ;9.25;Year;;;;40;;;;;Can;CanDo;CanDo083
0429/19;Felidae;Feline/cat;Companion;;Male;;;9.0;Year;Exact;;;;Unknown;;;;;FelCa;
0430/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Shepherd Dog - German ;8;Year;;;;27.7;;;;;Can;CanDo;CanDo083
0431/19;Canidae;Canine/dog;Companion;;Male;;;3;Month;Exact;;;13.1;Exact;;;;;CanDo;
0432/19;Canidae;Canine/dog;Companion;;Male;;;10.0;Week;Exact;;;1.4;Exact;;;;;CanDo;
0433/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;8.0;Year;Exact;;;;Unknown;;;;;FelCa;
0434/19;Bovinae;Bovine/cattle;Production;Milk;Mixed;;;;Month;Exact;8;9;300;Exact;;;;;BovCa;
0435/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;12.0;Year;Exact;;;6.1;Exact;;;;;FelCa;
0436/19;Equidae;Equine/horse;Companion;;Male;;;11.0;Year;Exact;;;;Unknown;;;;;EquHo;
0437/19;Felidae;Feline/cat;Companion;;Female;;Domestic Shorthair;2.83;Year;;;;5.5;;;;;Fel;FelCa;FelCaxxx
0438/19;Equidae;Equine/horse;Companion;;Female;Unknown;;22.0;Year;Exact;;;;Unknown;;;;;EquHo;
0439/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Terrier - Yorkshire ;8.42;Year;;;;5.1;;;;;Can;CanDo;CanDo230
0441/19;Felidae;Feline/cat;Companion;;Male-Neutered;;Domestic Shorthair;02;Year;;;;2.8;;;;;Fel;FelCa;FelCaxxx
0442/19;Canidae;Canine/dog;Companion;;Male;;;4.0;Month;Exact;;;;Unknown;;;;;CanDo;
0443/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;11.0;Year;Exact;;;;Unknown;;;;;CanDo;
0444/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;Unspecified;;;Unknown;;;;Unknown;;;;;FelCa;Uns000
0445/19;Equidae;Equine/horse;Companion;;Male;;;15.0;Year;Exact;;;;Unknown;;;;;EquHo;
0446/19;Felidae;Feline/cat;Companion;;Male;;Crossbred;3.19;Month;;;;2.2;;;;;Fel;FelCa;FelCa013
0447/19;Bovinae;Bovine/cattle;Production;Breeder;Female;Unknown;Unspecified;;;Unknown;;;;Unknown;;;;;BovCa;Uns000
0448/19;Canidae;Canine/dog;Companion;;Male;;;3.0;Month;Exact;;;;Unknown;;;;;CanDo;
0449/19;Canidae;Canine/dog;Companion;;Male;;Terrier - West Highland White ;12.55;Year;;;;8.2;;;;;Can;CanDo;CanDo225
0450/19;Canidae;Canine/dog;Companion;;Male;;;2.0;Month;Exact;;;;Unknown;;;;;CanDo;
0451/19;Canidae;Canine/dog;Companion;;Male;;;2.0;Month;Exact;;;;Unknown;;;;;CanDo;
